description,carb,fat,energy,protein,country,amount_type,queries
"['BEEF BURGER, GRILLING/GRIDDLING (HIGH TEMPERATURE COOKING)', 'DIET COLA, NOT DETERMINED', 'KETCHUP, NOT APPLICABLE', 'MAYONNAISE (SAUCE), NOT APPLICABLE', 'Water, bottled, unsweetened']","[6.34, 0.58, 1.67, 0.88]","[6.96, 0.0, 0.02, 3.42]","[118, 2, 7, 34]","[7.37, 0.0, 0.1, 0.06]",BRA,metric,"Dinner consisted of a 56g beef burger that I grilled, a 250g serving of diet cola, plus 5.6g of ketchup and 11.2g of mayonnaise on the side, and 507 grams of bottled water."
"['Yogurt, Greek, low fat milk, flavors other than fruit', 'Water, bottled, unsweetened']",[23.37],[6.12],[232.75],[21.17],USA,natural,"I’m starting my day with a cup of low-fat Greek yogurt that has a different flavor, and 507 grams of bottled water."
"['BLACK BEANS, COOKED (GUATEMALA)', 'CHEESE NATURAL, SOFT TYPE, HALF FAT', 'SOFT DRINK, COLA CARBONATED', 'TORTILLA, MAIZE BASED', 'Water, bottled, unsweetened']","[47.66, 0.17, 33.46, 79.96]","[1.09, 0.63, 0.07, 3.85]","[265, 16, 130, 380]","[17.81, 2.19, 0.25, 8.84]",GTM,metric,"I’m snacking on 201 grams of cooked black beans, 9 grams of soft cheese, a 350g cola, and a 180g maize tortilla, and 507 grams of bottled water."
"['Orange juice, 100%, with calcium added, canned, bottled or in a carton', 'Chicken fillet sandwich, from school cafeteria', 'Doughnut, yeast type', 'Water, bottled, unsweetened']","[27.95, 27.42, 28.76]","[0.3, 7.42, 13.62]","[116.56, 230.92, 252.6]","[1.69, 13.45, 3.68]",USA,metric,"This morning, I'm enjoying a can of orange juice with calcium (248 grams), a school cafeteria chicken fillet sandwich (92 grams), and a yeast doughnut (60 grams), and 507 grams of bottled water."
"['BEANS (BLACK, MULATTO, PURPLE, PINK, ETC.), NOT DETERMINED', 'BOVINE MEAT, COOKING WITHOUT FATS/OILS', 'LETTUCE, TOMATO, AND ONION SALAD, NOT DETERMINED', 'NATURAL FRUIT JUICE, NOT DETERMINED', 'ORIGINAL SWEETENER, NOT APPLICABLE', 'RICE (POLISHED, PARBOILED, NEEDLE, NEEDLED, ETC.), NOT DETERMINED', 'Water, bottled, unsweetened']","[10.22, 0.0, 1.22, 25.41, 0.9, 116.52]","[1.2, 21.92, 1.47, 0.33, 0.0, 6.36]","[56, 356, 18, 111, 4, 552]","[3.28, 39.72, 0.34, 2.07, 0.0, 9.6]",BRA,metric,"For lunch, I had a mix of 70g of black beans and 140g of beef cooked without any fats. I also had a salad with 30g of lettuce, tomato, and onion, along with 300g of natural fruit juice, 1g of sweetener, and 400g of rice, and 507 grams of bottled water."
"['Orange, raw', 'Cookie, brownie, without icing', 'Water, bottled, unsweetened']","[18.1, 31.95]","[0.18, 8.15]","[72.38, 202.5]","[1.45, 2.4]",USA,natural,"I'm snacking on an orange and a medium brownie cookie without any icing, and 507 grams of bottled water."
"['BREAD WHEAT, SWEET', 'COFFEE, GROUNDED BASED W/SUGAR', 'Water, bottled, unsweetened']","[19.77, 6.359999999999999]","[1.23, 0.44]","[94, 24]","[2.31, 0.38]",CRI,metric,"I have a slice of sweet wheat bread weighing 30 grams and 7.5 grams of sugar in my coffee for breakfast, and 507 grams of bottled water."
"['BREAD', 'EGG, BOILED', 'PATE', 'PEPPER, CAPSICUM', 'Water, bottled, unsweetened']","[11.0, 1.1, 1.0, 5.6]","[0.5, 10.6, 18.2, 0.2]","[60.0, 155.0, 207.0, 24.0]","[2.7, 12.6, 9.2, 1.0]",ROU,metric,"For dinner, I prepared 25g of bread, 100g of boiled egg, 65g of pate, and 120g of bell pepper, and 507 grams of bottled water."
"['Green Maize\t white\t whole\t grain\t fresh\t raw corrected for roasting', 'Sugar', 'Tea leaves', 'Water, bottled, unsweetened']","[126.7, 4.7, 0.0]","[14.8, 0.0, 0.0]","[929, 18, 0]","[24.3, 0.0, 0.0]",KEN,metric,"This morning, I ate 592 grams of white green maize, added 4.7 grams of sugar, and included 0.4 grams of tea leaves, and 507 grams of bottled water."
"['Pizza, cheese, stuffed crust', 'Water, bottled, unsweetened']",[30.0],[11.63],[274.0],[12.23],USA,natural,"I’m having one medium piece of stuffed crust cheese pizza for dinner, and 507 grams of bottled water."
"['Popcorn, caramel coated', 'Water, bottled, unsweetened']",[0.47],[0.08],[2.57],[0.02],USA,metric,"I’m snacking on 0.6 grams of popcorn that's coated in caramel, and 507 grams of bottled water."
"['Prune, dried', 'Water, bottled, unsweetened']",[5.11],[0.03],[19.2],[0.17],USA,metric,"I'm enjoying 8 grams of dried prunes as a snack, and 507 grams of bottled water."
"['Orange, raw', 'Apple, raw', 'Chocolate milk, ready to drink, reduced sugar, NS as to milk', 'Pizza with pepperoni, stuffed crust', 'Water, bottled, unsweetened']","[18.1, 22.79, 19.05, 44.59]","[0.18, 0.28, 2.58, 24.62]","[72.38, 85.8, 141.36, 485.44]","[1.45, 0.43, 8.51, 21.19]",USA,natural,"For lunch, I'm having a raw orange, a small raw apple, a cup of reduced sugar chocolate milk, and a piece of stuffed crust pepperoni pizza, and 507 grams of bottled water."
"['Cereal (General Mills Lucky Charms)', 'Milk, reduced fat (2%)', 'Water, bottled, unsweetened']","[29.12, 11.98]","[1.81, 4.64]","[136.8, 122.0]","[2.76, 8.17]",USA,natural,"I have a bowl of Lucky Charms cereal and I'm pouring in a cup of 2% milk for a quick snack, and 507 grams of bottled water."
"['Boiled coffee beans + salt', 'Bread, sorghum, unleavened ', 'Cowâ\x80\x99s milk, whole, fresh and not boiled', 'Ethiopian kale, boiled with oil + onion + salt', 'Water, bottled, unsweetened']","[0.0, 89.5, 1.9, 20.8]","[0.0, 1.0, 3.2, 22.7]","[2, 414, 44, 291]","[0.2, 11.6, 2.0, 6.2]",ETH,metric,"For breakfast, I'm having 200g of boiled coffee beans with salt, 203g of unleavened sorghum bread, 60g of fresh whole cow's milk, and 341.3g of Ethiopian kale boiled with oil, onion, and salt, and 507 grams of bottled water."
"['Milk, whole', 'Apple juice, 100%', 'Breakfast tart, lowfat', 'Water, bottled, unsweetened']","[11.39, 14.01, 39.94]","[7.81, 0.16, 3.11]","[146.4, 57.04, 193.44]","[8.0, 0.12, 2.07]",USA,natural,"For breakfast, I'm having a cup of whole milk, a single serving of 100% apple juice, and a low-fat Breakfast Tart, and 507 grams of bottled water."
"['Squash, baby food, junior', 'Applesauce, baby food, junior', 'Water, bottled, unsweetened']","[9.74, 17.51]","[0.34, 0.0]","[40.8, 62.9]","[1.38, 0.0]",USA,natural,"For lunch, I'm having both a jar of squash baby food and a jar of applesauce baby food, and 507 grams of bottled water."
"['Rice cereal, baby food, dry, instant', 'Infant formula, NS as to form (Similac Sensitive)', 'Water, bottled, unsweetened']","[3.16, 2.12]","[0.08, 1.07]","[14.82, 19.76]","[0.25, 0.43]",USA,metric,"For breakfast, I’m having 3.8 grams of dry instant rice cereal and 30.4 grams of Similac Sensitive infant formula, and 507 grams of bottled water."
"['Bread, wheat or cracked wheat', 'Peanut butter', 'Water, bottled, unsweetened']","[13.31, 3.57]","[1.27, 8.18]","[76.72, 95.52]","[2.99, 3.6]",USA,metric,"I'm enjoying 28 grams of cracked wheat bread with 16 grams of peanut butter this morning, and 507 grams of bottled water."
"['Banana, raw', 'Bread, whole wheat', 'Water, bottled, unsweetened']","[28.78, 15.52]","[0.42, 1.28]","[112.14, 91.44]","[1.37, 4.43]",USA,metric,"I’m having a 126-gram raw banana along with 36 grams of whole wheat bread for breakfast, and 507 grams of bottled water."
"['Milk\t cow\t whole\t fresh\t raw corrected for boiling', 'Potato\t Irish (English)\t white variety\t peeled\t raw corrected for boiling', 'Salt\t Iodized', 'Small dried fish (omena) broth with oil', 'Whole Maize Flour Ugali', 'Water, bottled, unsweetened']","[1.5, 18.3, 0.0, 1.2000000000000002, 26.0]","[0.9, 0.1, 0.0, 5.699999999999999, 1.9]","[18, 84, 0, 81, 141]","[0.8, 1.9, 0.0, 6.3, 3.3]",KEN,metric,"For dinner, I have 25.1g of fresh raw whole cow's milk, 80.4g of peeled raw Irish potatoes, and a pinch of iodized salt (0.2g). I'm also having some small dried fish (omena) broth with oil (46.4g) and 192g of whole maize flour ugali, and 507 grams of bottled water."
"['SARDINES', 'WHITE RICE DISH, COOKED', 'Water, bottled, unsweetened']","[0.63, 68.84]","[8.89, 3.54]","[158, 339]","[17.73, 5.74]",CRI,metric,"Lunch today was 85g of sardines and 200g of cooked white rice, and 507 grams of bottled water."
"['Candy/ Kha Nom Om', 'Soymilk/ Nom Lactasoy', 'Water, bottled, unsweetened']","[8.32, 13.34]","[4.15, 4.59]","[75, 108]","[1.07, 3.75]",LAO,metric,"For my snack, I’m eating 14g of Kha Nom Om and drinking 125g of soymilk, and 507 grams of bottled water."
"['Milk, reduced fat (2%)', 'Water, bottled, unsweetened']",[11.98],[4.64],[122],[8.17],USA,metric,"For my snack, I'm drinking 244 grams of 2% milk, and 507 grams of bottled water."
"['Tea, hot, leaf, green', 'Cheese, Swiss', 'Water, bottled, unsweetened']","[0.0, 0.3]","[0.0, 6.51]","[2.4, 82.53]","[0.53, 5.67]",USA,natural,"I had a slice of Swiss cheese and a cup of hot green tea for dinner, and 507 grams of bottled water."
"['Burrito with meat, beans, and rice', 'Water, bottled, unsweetened']",[52.27],[32.14],[626.67],[31.18],USA,natural,"For dinner, I'm having a medium burrito filled with meat, beans, and rice, and 507 grams of bottled water."
"['Tea, iced, bottled, black, unsweetened', 'Water, bottled, unsweetened']",[0],[0],[0],[0],USA,metric,"For my snack, I’m going with 600 grams of bottled black iced tea, unsweetened, and 507 grams of bottled water."
"['Cucumber salad with vegetable oil', 'Table grapes', 'Wheat bread and rolls, white (refined flour)', 'Water, bottled, unsweetened']","[16.48, 17.39, 77.85]","[15.46, 0.16, 4.5]","[211, 72, 396]","[3.2, 0.72, 13.2]",TUN,metric,"My lunch consists of a 227g cucumber salad dressed with vegetable oil, 100g of table grapes, and 150g of refined white wheat bread and rolls, and 507 grams of bottled water."
"['Doughnut, yeast type', 'Milk, low fat (1%)', 'Water, bottled, unsweetened']","[28.76, 12.66]","[13.62, 2.32]","[252.6, 104.92]","[3.68, 8.25]",USA,natural,"I’ve got a doughnut and a cup of 1% milk for breakfast, and 507 grams of bottled water."
"['ANCHOVY SAVINGS', 'MUNG BEAN , GREEN,BOILED', 'RICE, WHITE, BOILED/STEAMED', 'SHORT-BODIED MACKEREL,BOILED', 'Water, bottled, unsweetened']","[0.0, 9.82, 89.1, 0.0]","[0.06, 0.11, 0.6, 0.1]","[2.0, 55.0, 399.0, 5.0]","[0.42, 3.99, 6.3, 0.91]",PHL,metric,"For lunch, I'm having 300g of boiled white rice, along with 36.2g of boiled green mung beans, 3.3g of boiled short-bodied mackerel, and 3.3g of anchovy savings, and 507 grams of bottled water."
"['McDouble (McDonalds)', 'Water, bottled, unsweetened']",[25.16],[22.65],[394.8],[22.74],USA,metric,"I have a 140-gram McDouble from McDonald's for dinner, and 507 grams of bottled water."
"['BLACK BEANS, COOKED (GUATEMALA)', 'CHAYOTE FRUIT W/TOMATO & SEASONING', 'MAIZE DOUGH BEVERAGE', 'TORTILLA, MAIZE BASED', 'Water, bottled, unsweetened']","[15.89, 9.160000000000002, 17.61, 133.26]","[0.36, 0.25, 0.3, 6.42]","[88, 37, 73, 633]","[5.94, 1.09, 0.56, 14.73]",GTM,metric,"I had a snack that included 67g of black beans, 122.3g of chayote fruit with seasoning, 28.6g of maize dough beverage, and a 300g tortilla, and 507 grams of bottled water."
"['Danish pastry, plain or spice', 'Water, bottled, unsweetened']",[63.33],[31.81],[572.26],[9.94],USA,metric,"My lunch today is a 142-gram Danish pastry, and 507 grams of bottled water."
"['Soft drink, fruit flavored, caffeine free', 'Pizza with meat and fruit, medium crust', 'Water, bottled, unsweetened']","[75.44, 42.16]","[0.15, 12.87]","[297.6, 349.5]","[0.37, 16.47]",USA,natural,"For my dinner, I have a large drink of caffeine-free fruit soda paired with a piece of pizza that has a mix of meat and fruit, and 507 grams of bottled water."
"['CHICKEN LIVER, SAUTEED', 'COCONUT OIL, FORTIFIED', 'RICE, WHITE, BOILED/STEAMED', 'Water, bottled, unsweetened']","[1.41, 0.0, 28.07]","[1.37, 1.68, 0.19]","[45, 15, 126]","[6.37, 0.0, 1.98]",PHL,metric,"I prepared 20 grams of sautéed chicken liver for dinner, served with 94.5 grams of white rice and 1.7 grams of fortified coconut oil, and 507 grams of bottled water."
"['Banana, ripe, raw ', 'Bengal Gram Dhal Holige', 'Chapati', 'Kadli Husali', 'Rice', 'Tomato sambar', 'Water, bottled, unsweetened']","[12.1, 31.200000000000003, 18.5, 7.799999999999999, 11.3, 3.4000000000000004]","[0.2, 3.8000000000000003, 4.4, 6.300000000000001, 0.1, 3.3]","[47, 174, 124, 93, 51, 44]","[0.6, 3.4000000000000004, 2.5, 2.1, 1.0, 0.6000000000000001]",IND,metric,"For dinner, I'm enjoying 53g of ripe banana, 47.4g of Bengal Gram Dhal Holige, 26.4g of chapati, 40.3g of Kadli Husali, 46.8g of rice, and 24.4g of tomato sambar, and 507 grams of bottled water."
"['BANANA (GOLD, SILVER, WATER, ETC.), NOT DETERMINED', 'CHICKEN EGG, COOKING WITHOUT FATS/OILS', 'PINEAPPLE JUICE, NOT DETERMINED', 'Water, bottled, unsweetened']","[40.08, 1.24, 11.94]","[0.28, 7.79, 0.33]","[164, 112, 51]","[1.91, 9.31, 0.69]",BRA,metric,"I’ve got 150g of banana and 90g of a chicken egg, plus 300g of pineapple juice for my snack, and 507 grams of bottled water."
"['Apple, raw', 'Clementine, raw', 'Water, bottled, unsweetened']","[27.62, 11.34]","[0.34, 0.26]","[104.0, 45.05]","[0.52, 0.69]",USA,natural,"I’m enjoying a medium apple along with a clementine for my snack, and 507 grams of bottled water."
"['Cheese, American, reduced sodium', 'Water, bottled, unsweetened']",[0.34],[6.55],[78.96],[4.66],USA,metric,"I grabbed a small snack of 21 grams of reduced sodium American cheese, and 507 grams of bottled water."
"['Pasta with tomato-based sauce, home recipe', 'Hot chocolate / Cocoa, ready to drink', 'Water, bottled, unsweetened']","[49.7, 41.02]","[3.0, 3.82]","[260.0, 225.68]","[9.22, 6.75]",USA,natural,"Tonight, I made a cup of pasta with my home recipe tomato sauce and paired it with a cup of hot chocolate, and 507 grams of bottled water."
"['Milk, reduced fat (2%)', 'Muffin, fruit, low fat', 'Orange juice, 100%, with calcium added, canned, bottled or in a carton', 'Water, bottled, unsweetened']","[11.98, 65.06, 13.97]","[4.64, 5.49, 0.15]","[122, 331.5, 58.28]","[8.17, 5.5, 0.84]",USA,metric,"For breakfast, I'm having 244 grams of reduced fat milk, a 130-gram low-fat fruit muffin, and 124 grams of 100% orange juice with added calcium, and 507 grams of bottled water."
"['Tea, hot, herbal', 'Sugar substitute, stevia, powder', 'Tea, hot, leaf, green', 'Water, bottled, unsweetened']","[0.96, 3.0, 0.0]","[0.0, 0.0, 0.0]","[4.8, 0.0, 4.8]","[0.0, 0.0, 1.06]",USA,natural,"I made myself a medium cup of herbal tea and added a teaspoon of stevia, plus I have a medium cup of green tea for my snack, and 507 grams of bottled water."
"['Cereal or granola bar (Kashi Chewy)', 'Water, bottled, unsweetened']",[49.47],[6.0],[304.2],[13.0],USA,natural,"I'm starting my day with a Kashi Chewy bar for breakfast, and 507 grams of bottled water."
"['APPLE', 'SNACKS, TORTILLA CHIPS (NACHOS), COMMERCIAL', 'SOFT DRINK, COLA CARBONATED', 'Water, bottled, unsweetened']","[10.48, 67.04, 23.9]","[0.21, 37.09, 0.05]","[40, 627, 92]","[0.14, 7.61, 0.17]",CRI,metric,"I’m snacking on an apple that weighs 70.8 grams, 117 grams of tortilla chips, and a 250g serving of cola, and 507 grams of bottled water."
"['MILINKA (BAKED DOUGH WITH OIL) WITH CURD', 'MILK 3% FAT', 'Water, bottled, unsweetened']","[33, 7.8]","[11.7, 4.5]","[262, 92]","[5.9, 4.8]",BGR,metric,"I’m enjoying 80g of MILINKA, which is baked dough with oil and curd, paired with 150g of milk for breakfast, and 507 grams of bottled water."
"['Peanut butter and jelly sandwich, with regular peanut butter, reduced sugar jelly, on white bread', 'Soft drink, cola, diet', 'Water, bottled, unsweetened']","[44.17, 1.04]","[18.52, 0.11]","[383.04, 7.2]","[12.86, 0.4]",USA,natural,"For lunch, I had a peanut butter and jelly sandwich made with regular peanut butter and reduced sugar jelly on white bread, along with a can of diet cola, and 507 grams of bottled water."
"['Muffin, chocolate chip', 'SNICKERS Bar', 'Milk, whole', 'Water, bottled, unsweetened']","[71.66, 35.06, 11.39]","[24.47, 13.59, 7.81]","[517.4, 279.87, 146.4]","[7.33, 4.29, 8]",USA,metric,"My snack consists of a 130-gram chocolate chip muffin, a SNICKERS bar weighing 57 grams, and a cup of whole milk that's 244 grams, and 507 grams of bottled water."
"['Fondant', 'Water, bottled, unsweetened']",[13.05],[0.0],[52.22],[0.0],USA,natural,"I’m snacking on some fondant from a .5 oz box, and 507 grams of bottled water."
"['Freezer pop', 'Cheese flavored corn snacks (Cheetos)', 'Water, bottled, unsweetened']","[9.62, 14.99]","[0.12, 10.08]","[39.5, 156.8]","[0, 1.64]",USA,metric,"For a snack, I’m having a 50-gram freezer pop and 28 grams of Cheetos, and 507 grams of bottled water."
"['Fruit juice drink, with high vitamin C', 'Cheeseburger (McDonalds)', 'Potato, french fries, fast food', 'Water, bottled, unsweetened']","[31.67, 28.01, 29.01]","[0.31, 14.19, 10.31]","[128.34, 297.0, 218.4]","[0.36, 14.84, 2.4]",USA,natural,"I had a kids meal order of french fries, a cheeseburger from McDonald's, and a child-sized fruit juice drink for dinner, and 507 grams of bottled water."
"['Cowpea\t leaves (kunde) picked\t raw corrected for boiling', 'Kale (sukuma wiki) raw\t corrected for stewing', 'Salt\t Iodized', 'Shortening\t commercial\t vegetable fat', 'Vegetable oil', 'Whole Maize Flour Ugali', 'Water, bottled, unsweetened']","[0.6, 0.3, 0.0, 0.0, 0.0, 156.1]","[0.4, 0.1, 0.0, 3.5, 9.1, 11.5]","[27, 8, 0, 32, 78, 845]","[3.1, 0.8, 0.0, 0.0, 0.0, 19.8]",KEN,metric,"For dinner, I had 90.1g of cowpea leaves and 28.1g of kale, both raw, with a sprinkle of 2.5g of iodized salt. I added 3.5g of shortening and 9.1g of vegetable oil for cooking, and paired it with 1154g of ugali, and 507 grams of bottled water."
"['* groundnuts, powder, raw, *boiled*', '* maize flour,white variety,roller meal (unrefined),raw *boi', '* onion, large bulb, fresh, raw *boiled*', '* rape leaves,fresh,raw, *boiled*', '* tomato,ripe,fresh,raw *boiled*', 'mango,ripe,w/skin,fresh,raw', 'Water, bottled, unsweetened']","[3.2, 65.4, 0.6, 3.4, 0.7, 82.5]","[9.8, 3.3, 0.0, 0.2, 0.0, 1.5]","[113, 307, 2, 17, 3, 315]","[5.2, 5.9, 0.1, 1.1, 0.2, 2.4]",ZMB,metric,"So, my lunch included 20g of groundnut powder, 85g of maize flour, 6g of onion, 34g of rape leaves, 19g of tomato, and a big mango at 485g, and 507 grams of bottled water."
"['Cornbread muffin, stick, round', 'Water, bottled, unsweetened']",[57.63],[9.49],[344.65],[6.67],USA,natural,"I’m starting my day with a medium round cornbread muffin for breakfast, and 507 grams of bottled water."
